Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
11367,Corner,Single Family,Gable,PConc,1065,GasA,Y,7,1,Attchd,NA,2006,255000,10
7052,Inside,Townhouse,Gable,PConc,1364,GasA,Y,6,1,Attchd,NA,2006,185850,5
6000,Inside,Single Family,Gable,BrkTil,1103,GasA,Y,5,1,Detchd,MnPrv,2006,110500,8
3964,Inside,Townhouse,Gable,CBlock,942,GasA,Y,10,1,Attchd,GdPrv,2006,151400,2
7585,Inside,Single Family,Gable,CBlock,810,GasA,Y,7,1,Detchd,NA,2006,91500,1
10800,Inside,Single Family,Gable,CBlock,796,GasA,Y,7,1,Attchd,NA,2006,170000,3
15870,Corner,Single Family,Gable,CBlock,1096,GasA,Y,6,0,Attchd,NA,2006,138800,8
4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,1,Attchd,NA,2006,155900,4
8800,Inside,Single Family,Hip,CBlock,1251,GasA,Y,6,2,Attchd,MnPrv,2006,160000,4
13031,Corner,Single Family,Gable,PConc,691,GasA,Y,6,1,Attchd,NA,2006,187500,2
2522,Inside,Townhouse,Gable,PConc,970,GasA,Y,7,0,Detchd,NA,2006,137500,4
3316,Inside,Townhouse,Gable,PConc,1247,GasA,Y,4,1,Attchd,NA,2006,197000,2
9230,Corner,Single Family,Hip,CBlock,864,GasA,Y,6,0,Detchd,MnPrv,2006,146000,4
8910,Corner,Single Family,Hip,CBlock,655,GasA,Y,6,1,BuiltIn,NA,2006,159500,10
23257,CulDSac,Single Family,Gable,PConc,868,GasA,Y,9,1,BuiltIn,NA,2006,274725,4
7100,Corner,Single Family,Gable,CBlock,816,GasA,Y,5,0,Detchd,NA,2006,129900,8
5400,Inside,Single Family,Gable,CBlock,833,GasA,Y,4,0,Detchd,MnPrv,2006,117000,8
7560,Inside,Single Family,Gable,CBlock,1040,GasA,Y,6,0,Attchd,GdWo,2006,133700,6
10084,Inside,Single Family,Gable,PConc,1552,GasA,Y,7,0,Attchd,NA,2006,212900,5
6240,Inside,Single Family,Gable,BrkTil,1042,GasA,Y,8,1,Detchd,NA,2006,149000,2
11200,Inside,Single Family,Gable,CBlock,1298,GasA,Y,5,1,Attchd,NA,2006,180000,8
17755,Inside,Single Family,Gable,CBlock,1466,GasA,Y,6,2,Attchd,NA,2006,149900,3
14115,Inside,Single Family,Gable,PConc,1073,GasA,Y,6,1,Attchd,NA,2006,230000,4
10852,Inside,Single Family,Gable,PConc,959,GasA,Y,7,1,Attchd,NA,2006,173000,2
35760,CulDSac,Single Family,Hip,PConc,1930,GasA,Y,10,1,Attchd,NA,2006,625000,5
16560,Inside,Single Family,Gable,BrkTil,952,GasA,Y,9,1,Detchd,NA,2006,239000,4
8335,Corner,Single Family,Gable,Slab,0,GasA,Y,5,1,NA,NA,2006,93000,3
11170,Corner,Single Family,Gable,Wood,1216,GasA,Y,8,0,Attchd,GdPrv,2006,250000,4
10800,Inside,Single Family,Hip,BrkTil,1120,GasA,Y,5,1,Detchd,NA,2006,120000,2
9738,Inside,Single Family,Gable,BrkTil,784,GasA,Y,7,0,Attchd,NA,2006,104900,10
12461,Corner,Single Family,Gable,PConc,1624,GasA,Y,5,1,Attchd,GdPrv,2006,262000,2
14054,Inside,Single Family,Gable,PConc,879,GasA,Y,9,1,BuiltIn,NA,2006,219210,2
8850,Corner,Single Family,Gable,BrkTil,815,GasA,Y,7,1,Detchd,NA,2006,144000,2
11235,Inside,Single Family,Gable,CBlock,1051,GasA,Y,6,1,Attchd,NA,2006,148000,3
9353,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Attchd,NA,2006,116050,6
10140,Inside,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,MnPrv,2006,153500,1
8900,Inside,Single Family,Gable,CBlock,1056,GasA,Y,5,0,Detchd,MnPrv,2006,107000,8
9135,Inside,Single Family,Gable,PConc,1682,GasA,Y,7,0,Attchd,NA,2006,200000,9
10182,CulDSac,Single Family,Hip,PConc,1660,GasA,Y,8,1,Attchd,NA,2006,290000,8
10246,CulDSac,Single Family,Gable,CBlock,648,GasA,Y,3,0,Attchd,NA,2006,145000,3
10205,Inside,Single Family,Gable,CBlock,925,GasA,Y,6,0,Attchd,NA,2006,134500,1
6240,Inside,Single Family,Gable,Slab,0,GasA,N,3,0,NA,NA,2006,80500,10
1680,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,NA,NA,2006,91500,3
7800,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,NA,2006,115000,2
10680,Inside,Single Family,Hip,CBlock,2136,GasA,N,7,0,Detchd,MnPrv,2006,137900,2
7728,Inside,Duplex,Hip,CBlock,1106,GasA,Y,6,0,Attchd,GdWo,2006,132500,9
13132,Inside,Single Family,Gable,BrkTil,747,GasA,Y,9,0,Detchd,NA,2006,138887,10
12393,FR2,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2006,195000,2
13072,Inside,Single Family,Gable,PConc,1141,GasA,Y,6,0,Detchd,NA,2006,142500,4
13891,Inside,Single Family,Gable,PConc,2076,GasA,Y,7,1,Attchd,NA,2006,465000,10
11435,Corner,Single Family,Gable,PConc,792,GasA,Y,7,2,Detchd,NA,2006,230000,2
8125,Inside,Single Family,Gable,PConc,756,GasA,Y,6,0,Attchd,NA,2006,186500,7
3136,Corner,Townhouse,Gable,PConc,1405,GasA,Y,6,1,Attchd,NA,2006,171750,2
3735,FR3,Townhouse,Hip,PConc,691,GasA,Y,6,0,Detchd,NA,2006,183900,6
13526,CulDSac,Single Family,Hip,CBlock,935,GasA,Y,5,0,Attchd,MnPrv,2006,137000,10
8049,CulDSac,Single Family,Hip,CBlock,1309,GasA,Y,6,1,Attchd,NA,2006,180000,9
36500,Inside,Single Family,Gable,CBlock,1624,GasA,Y,7,0,Attchd,NA,2006,190000,5
11065,Inside,Single Family,Gable,PConc,1085,GasA,Y,8,1,BuiltIn,NA,2006,281000,9
10140,Inside,Single Family,Gable,PConc,832,GasA,Y,8,1,Attchd,GdWo,2006,162900,3
8172,Inside,Single Family,Hip,CBlock,864,GasA,Y,5,0,Detchd,NA,2006,115000,8
8400,Inside,Single Family,Hip,CBlock,1052,GasA,Y,5,0,Attchd,GdWo,2006,138500,1
3675,Inside,Townhouse,Gable,PConc,547,GasA,Y,5,0,Basment,NA,2006,140000,2
10120,Inside,Single Family,Hip,PConc,1165,GasA,Y,8,1,Attchd,NA,2006,290000,2
8688,Inside,Single Family,Gable,PConc,1616,GasA,Y,7,0,Attchd,NA,2006,232000,7
3363,Inside,Townhouse,Gable,PConc,976,GasA,Y,7,0,Detchd,NA,2006,130000,6
6955,Inside,Townhouse,Gable,PConc,1368,GasA,Y,6,1,Attchd,NA,2006,202500,10
14781,CulDSac,Single Family,Hip,PConc,1753,GasA,Y,7,1,Attchd,NA,2006,275000,4
9084,Inside,Single Family,Hip,PConc,935,GasA,Y,8,1,Attchd,NA,2006,176500,9
10780,Inside,Single Family,Gable,CBlock,911,GasA,Y,6,0,Detchd,NA,2006,132500,10
7200,Corner,Single Family,Gable,CBlock,803,GasA,Y,6,0,Detchd,MnPrv,2006,125500,6
4118,Corner,Single Family,Gable,CBlock,693,Grav,N,4,0,NA,NA,2006,52500,10
13450,Corner,Single Family,Gable,PConc,916,GasA,Y,8,0,BuiltIn,NA,2006,200000,7
9560,Corner,Single Family,Hip,CBlock,864,GasA,Y,5,0,Attchd,NA,2006,128500,6
20781,CulDSac,Single Family,Hip,CBlock,1568,GasA,Y,9,1,Attchd,NA,2006,262500,8
10192,Inside,Single Family,Gable,CBlock,570,GasA,Y,8,1,Attchd,GdPrv,2006,170000,10
16737,FR3,Single Family,Hip,PConc,1980,GasA,Y,8,1,Attchd,NA,2006,315000,3
3180,Inside,Townhouse,Gable,PConc,600,GasA,Y,4,0,Detchd,NA,2006,144152,7
2665,Inside,Townhouse,Gable,PConc,757,GasA,Y,6,1,Attchd,NA,2006,127000,9
9750,Corner,Single Family,Gable,PConc,1108,GasA,Y,8,1,Detchd,NA,2006,274300,7
1953,Inside,Townhouse,Gable,CBlock,483,GasA,Y,5,0,Detchd,NA,2006,83000,9
7200,Corner,Single Family,Hip,BrkTil,596,GasA,Y,8,0,Detchd,NA,2006,157000,4
16692,Inside,Single Family,Gable,CBlock,1392,GasA,Y,12,2,Attchd,MnPrv,2006,250000,2
9100,Inside,Single Family,Gable,PConc,1525,GasA,Y,6,0,Attchd,NA,2006,235000,1
7838,Inside,Single Family,Gable,CBlock,864,GasA,Y,6,1,Attchd,MnWw,2006,123000,2
4045,Inside,Townhouse,Hip,PConc,1356,GasA,Y,6,1,Attchd,NA,2006,246578,6
6762,Inside,Single Family,Gable,PConc,1286,GasA,Y,6,1,Attchd,NA,2006,193879,2
10410,Corner,Single Family,Gable,PConc,672,GasA,Y,6,0,Detchd,MnPrv,2006,105000,8
16381,Inside,Single Family,Gable,CBlock,1844,GasA,Y,7,1,Attchd,NA,2006,223000,3
11700,Corner,Single Family,Gable,CBlock,708,GasA,Y,7,1,Attchd,NA,2006,179900,1
19690,CulDSac,Single Family,Flat,CBlock,697,GasA,Y,8,1,Attchd,GdPrv,2006,274970,3
21930,Inside,Single Family,Gable,PConc,732,GasA,Y,7,1,BuiltIn,NA,2006,192140,5
17400,Inside,Single Family,Gable,CBlock,1126,GasA,Y,5,1,Attchd,NA,2006,160000,1
1533,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,NA,NA,2006,92000,8
3675,Inside,Townhouse,Gable,PConc,547,GasA,Y,5,0,Basment,NA,2006,145000,5
17217,Inside,Single Family,Gable,PConc,1140,GasA,Y,6,0,NA,NA,2006,84500,8
