Name,Sex,Age,Country,Sport,Year,Bronze Medal,Gold Medal,Silver Medal,Total Medal
Olena Eduardivna Hrushyna (-Honcharova-),F,31,Ukraine-1,Figure Skating,2006,1,0,0,1
Gunn Rita Dahle-Flesj,F,31,Norway,Cycling,2004,0,1,0,1
Elvira Ramilevna Khasyanova,F,31,Russia,Synchronized Swimming,2012,0,1,0,1
Karoliina Stina Margaretha Rantamki,F,31,Finland,Ice Hockey,2010,1,0,0,1
David Michael Smith,M,31,United States,Volleyball,2016,1,0,0,1
Gianmarco Pozzecco,M,31,Italy,Basketball,2004,0,0,1,1
Olena Viktorivna Radchenko,F,31,Ukraine,Handball,2004,1,0,0,1
"Emanuel David ""Manu"" Ginbili Maccari",M,31,Argentina,Basketball,2008,1,0,0,1
Kasper Winther Jrgensen,M,31,Denmark,Rowing,2016,0,0,1,1
Olga Vasilyevna Shishigina (-Kutsakova),F,31,Kazakhstan,Athletics,2000,0,1,0,1
Nataliya Siniin,F,31,Azerbaijan,Wrestling,2016,1,0,0,1
Nataliya Nikolayevna Antyukh,F,31,Russia,Athletics,2012,0,1,1,2
Jakob Diemer Fuglsang,M,31,Denmark,Cycling,2016,0,0,1,1
"Mara de la Paz ""Maripi"" Hernndez Margalot",F,31,Argentina,Hockey,2008,1,0,0,1
Olga Sergeyevna Levina-Akopyan,F,31,Russia,Handball,2016,0,1,0,1
Olga Sergeyevna Rypakova (Alekseyeva-),F,31,Kazakhstan,Athletics,2016,1,0,0,1
Courtney Lynn Thompson,F,31,United States,Volleyball,2016,1,0,0,1
"A. Joshua ""Josh"" West",M,31,Great Britain,Rowing,2008,0,0,1,1
Anastasia Kelesidou,F,31,Greece,Athletics,2004,0,0,1,1
Ri Se-Gwang,M,31,North Korea,Gymnastics,2016,0,1,0,1
Alberto Entrerros Rodrguez,M,31,Spain,Handball,2008,1,0,0,1
Riccardo Dei Rossi,M,31,Italy,Rowing,2000,0,0,1,1
Alberto Urdiales Mrquez,M,31,Spain,Handball,2000,1,0,0,1
Camille Lecointre,F,31,France,Sailing,2016,1,0,0,1
Camille Anas Ayglon-Saurina,F,31,France,Handball,2016,0,0,1,1
Yelena Yuryevna Azarova,F,31,Russia,Synchronized Swimming,2004,0,1,0,1
Ana Maria Florentina Brnz-Popescu,F,31,Romania,Fencing,2016,0,1,0,1
"Stephanie ""Steffi"" Jones",F,31,Germany,Football,2004,1,0,0,1
Yordan Yovchev Yovchev,M,31,Bulgaria,Gymnastics,2004,1,0,1,2
Stephen John Davies,M,31,Australia,Hockey,2000,1,0,0,1
"Carl Oliver, Jr.",M,31,Bahamas,Athletics,2000,1,0,0,1
"Stephen James ""Steve"" Backley",M,31,Great Britain,Athletics,2000,0,0,1,1
Ren Sommerfeldt,M,31,Germany,CrossCountry Skiing,2006,0,0,1,1
Ren Toft Hansen,M,31,Denmark,Handball,2016,0,1,0,1
Renata Magorzata Mauer-Raska,F,31,Poland,Shooting,2000,0,1,0,1
Yevgeny Viktorovich Plyushchenko,M,31,Russia,Figure Skating,2014,0,1,0,1
Albert Saritov,M,31,Romania,Wrestling,2016,1,0,0,1
"Stephen ""Steve"" Scott",M,31,Great Britain,Shooting,2016,1,0,0,1
Anja Mittag,F,31,Germany,Football,2016,0,1,0,1
"Victoria Louise ""Vicki"" Pendleton (-Gardner)",F,31,Great Britain,Cycling,2012,0,1,1,2
Aleksandr Anatolyevich Yeryshov,M,31,Russia,Water Polo,2004,1,0,0,1
Aleksandr Borisovich Lebzyak,M,31,Russia,Boxing,2000,0,1,0,1
"Cameron ""Cam"" Baerg",M,31,Canada,Rowing,2004,0,0,1,1
Sofiya Aleksandrovna Velikaya,F,31,Russia,Fencing,2016,0,1,1,2
Xabier Fernndez Gaztaaga,M,31,Spain,Sailing,2008,0,0,1,1
Anna A. Kozlova,F,31,United States,Synchronized Swimming,2004,2,0,0,2
Bror Mikael Tobias Karlsson,M,31,Sweden,Handball,2012,0,0,1,1
Bryan Daniel Volpenhein,M,31,United States,Rowing,2008,1,0,0,1
Stefan Kretzschmar,M,31,Germany,Handball,2004,0,0,1,1
Ana Ivis Fernndez Valle,F,31,Cuba,Volleyball,2004,1,0,0,1
Alejandra Laura Gulla,F,31,Argentina,Hockey,2008,1,0,0,1
"Stefan ""Steve"" Anderhub",M,31,Switzerland-1,Bobsleigh,2002,0,0,1,1
Yekaterina Yevgenyevna Anikeyeva,F,31,Russia,Water Polo,2000,1,0,0,1
Vicente Lenlson de Lima,M,31,Brazil,Athletics,2008,1,0,0,1
Stacy Denise Sykora,F,31,United States,Volleyball,2008,0,0,1,1
Ann Kristin Aafedt Flatland,F,31,Norway,Biathlon,2014,1,0,0,1
Riitta-Liisa Lassila-Roponen,F,31,Finland,CrossCountry Skiing,2010,1,0,0,1
Thomas Mark Mikael Johanson,M,31,Finland,Sailing,2000,0,1,0,1
Aleksander Tammert,M,31,Estonia,Athletics,2004,1,0,0,1
Tatyana Vladimirova Yerokhina,F,31,Russia,Handball,2016,0,1,0,1
Sverre Andreas Jakobsson,M,31,Iceland,Handball,2008,0,0,1,1
Suzy Batkovic (-Brown),F,31,Australia,Basketball,2012,1,0,0,1
Zara Anne Elizabeth Phillips (-Tindall),F,31,Great Britain,Equestrianism,2012,0,0,1,1
Aimilia Tsoulfa,F,31,Greece,Sailing,2004,0,1,0,1
Vanina Paula Oneto,F,31,Argentina,Hockey,2004,1,0,0,1
Catriona Ann Le May Doan,F,31,Canada,Speed Skating,2002,0,1,0,1
"Suzanne Elspeth ""Suzy"" Balogh",F,31,Australia,Shooting,2004,0,1,0,1
Akakios Kakiasvili,M,31,Greece,Weightlifting,2000,0,1,0,1
Rafael Guijosa Castillo,M,31,Spain,Handball,2000,1,0,0,1
Raffaello Leonardo,M,31,Italy,Rowing,2004,1,0,0,1
Ageeth Boomgaardt,F,31,Netherlands,Hockey,2004,0,0,1,1
Chantal Achterberg,F,31,Netherlands,Rowing,2016,0,0,1,1
"Rebecca ""Beckie"" Scott (-Wadsworth)",F,31,Canada,CrossCountry Skiing,2006,0,0,1,1
Annike Berit Krahn,F,31,Germany,Football,2016,0,1,0,1
"Steven Michael ""Steve"" Mesler",M,31,United States-1,Bobsleigh,2010,0,1,0,1
"Rebecca Lynn ""Becky"" Hammon",F,31,Russia,Basketball,2008,1,0,0,1
Yoshitomo Tani,M,31,Japan,Baseball,2004,1,0,0,1
Carline Bouw,F,31,Netherlands,Rowing,2016,0,0,1,1
"Steven Delano ""Steve"" Smith",M,31,United States,Basketball,2000,0,1,0,1
Stuart Peter O'Grady,M,31,Australia,Cycling,2004,0,1,0,1
Yuliya Igorevna Skokova,F,31,Russia,Speed Skating,2014,1,0,0,1
Anders Bardal,M,31,Norway,Ski Jumping,2014,1,0,0,1
"Carolina ""Carol"" Demartini de Albuquerque",F,31,Brazil,Volleyball,2008,0,1,0,1
Sunday Bada,M,31,Nigeria,Athletics,2000,0,1,0,1
Carol Huynh,F,31,Canada,Wrestling,2012,1,0,0,1
Arihito Muramatsu,M,31,Japan,Baseball,2004,1,0,0,1
Raphal Stphane Louis Poire,M,31,France,Biathlon,2006,1,0,0,1
Birut akickien (Juoznait-),F,31,Lithuania,Rowing,2000,1,0,0,1
Alisa Peta Camplin (-Warner),F,31,Australia,Freestyle Skiing,2006,1,0,0,1
Alexander Malleta Kerr,M,31,Cuba,Baseball,2008,0,0,1,1
"Alexander Matthew ""Alex"" Partridge",M,31,Great Britain,Rowing,2012,1,0,0,1
Sabine Christiane Bau,F,31,Germany,Fencing,2000,1,0,0,1
Anna Valeryevna Arkhipova,F,31,Russia,Basketball,2004,1,0,0,1
Anna Vasilyevna Kareyeva,F,31,Russia,Handball,2008,0,0,1,1
Bevan John Docherty,M,31,New Zealand,Triathlon,2008,1,0,0,1
Sal Craviotto Rivero,M,31,Spain,Canoeing,2016,1,1,0,2
Bevan Christopher George,M,31,Australia,Hockey,2008,1,0,0,1
Sally Ellen Walton,F,31,Great Britain,Hockey,2012,1,0,0,1
Bethanie Lynn Mattek-Sands,F,31,United States-2,Tennis,2016,0,1,0,1
"Alexandra Mary L. ""Alex"" Danson",F,31,Great Britain,Hockey,2016,0,1,0,1
Vladimir Batez,M,31,Serbia and Montenegro,Volleyball,2000,0,1,0,1
Andrey Gennadyevich Kirilenko,M,31,Russia,Basketball,2012,1,0,0,1
Asjha Takera Jones,F,31,United States,Basketball,2012,0,1,0,1
Shelley Ann Gorman-Sandie,F,31,Australia,Basketball,2000,0,0,1,1
Allan Nrregaard Christensen,M,31,Denmark,Sailing,2012,1,0,0,1
"Boden Joseph ""Bo"" Hanson",M,31,Australia,Rowing,2004,1,0,0,1
Shen Xue,F,31,China-1,Figure Skating,2010,0,1,0,1
Shelda Kelly Bruno Bede,F,31,Brazil-1,Beach Volleyball,2004,0,0,1,1
Blaenko Lackovi,M,31,Croatia,Handball,2012,1,0,0,1
Ruslan Iosifovich Olikhver,M,31,Russia,Volleyball,2000,0,0,1,1
Bjrn Lars Johannes Erik Ferry,M,31,Sweden,Biathlon,2010,0,1,0,1
Bjrn Henrik Lundqvist,M,31,Sweden,Ice Hockey,2014,0,0,1,1
Sarah Kathleen Webb (-Gosling),F,31,Great Britain,Sailing,2008,0,1,0,1
Sarah Thomas,F,31,Great Britain,Hockey,2012,1,0,0,1
Sascha Reinelt,M,31,Germany,Hockey,2004,1,0,0,1
Beatrix Kkny (-Imre),F,31,Hungary,Handball,2000,0,0,1,1
Sean Patrick Eadie,M,31,Australia,Cycling,2000,1,0,0,1
Andrew Lawrence Trim,M,31,Australia,Canoeing,2000,0,0,1,1
Sergey Aleksandrovich Makarov,M,31,Russia,Athletics,2004,1,0,0,1
Belinda Rose Snell,F,31,Australia,Basketball,2012,1,0,0,1
"Teunis ""Teun"" Mulder",M,31,Netherlands,Cycling,2012,1,0,0,1
Bernhard Gruber,M,31,Austria,Nordic Combined,2014,1,0,0,1
Thierry Gadou,M,31,France,Basketball,2000,0,0,1,1
Sandra Minnert,F,31,Germany,Football,2004,1,0,0,1
Sandra Prokoff-Kiriasis,F,31,Germany-1,Bobsleigh,2006,0,1,0,1
Sandra Smisek,F,31,Germany,Football,2008,1,0,0,1
Sandra Wagner-Sachse,F,31,Germany,Archery,2000,1,0,0,1
Sandro Ricardo Rodrigues Viana,M,31,Brazil,Athletics,2008,1,0,0,1
Sanna Tutteli Stn,F,31,Finland,Rowing,2008,0,0,1,1
Sara Caroline Seger,F,31,Sweden,Football,2016,0,0,1,1
Simmone Anne Morrow,F,31,Australia,Softball,2008,1,0,0,1
Roberto Cammarelle,M,31,Italy,Boxing,2012,0,0,1,1
Annemiek Nicolien de Haan,F,31,Netherlands,Rowing,2012,1,0,0,1
Roberto Fabin Ayala,M,31,Argentina,Football,2004,0,1,0,1
Silvio Heinevetter,M,31,Germany,Handball,2016,1,0,0,1
"William Robert ""Bill"" Guerin",M,31,United States,Ice Hockey,2002,0,0,1,1
Brenden Morrow,M,31,Canada,Ice Hockey,2010,0,1,0,1
Brendan Robert Kingman,M,31,Australia,Baseball,2004,0,0,1,1
Rodion Mykhailovych Luka,M,31,Ukraine,Sailing,2004,0,0,1,1
"Rodolfo ""Rudy"" Fernndez Farrs",M,31,Spain,Basketball,2016,1,0,0,1
Wilson Kosgei Kipketer,M,31,Denmark,Athletics,2004,1,0,0,1
Simon John Hiscocks,M,31,Great Britain,Sailing,2004,1,0,0,1
Sizwe Ndlovu,M,31,South Africa,Rowing,2012,0,1,0,1
Anna Aleksandre Dogonadze-Lilkendey,F,31,Germany,Trampolining,2004,0,1,0,1
"Robert John ""Rob"" Hayles",M,31,Great Britain,Cycling,2004,1,0,1,2
Simone Raineri,M,31,Italy,Rowing,2008,0,0,1,1
Wolfgang Linger,M,31,Austria-1,Luge,2014,0,0,1,1
Robert Lcken,M,31,Netherlands,Rowing,2016,1,0,0,1
Simone Facey,F,31,Jamaica,Athletics,2016,0,0,1,1
"Andria ""Maycon"" dos Santos",F,31,Brazil,Football,2008,0,0,1,1
Simona Cristina Gherman (Alexandru-),F,31,Romania,Fencing,2016,0,1,0,1
Brigitte Yage Enrique,F,31,Spain,Taekwondo,2012,0,0,1,1
Robert Nathan Twaddle,M,31,New Zealand,Rowing,2008,1,0,0,1
Brigitte Albrecht-Loretan,F,31,Switzerland,CrossCountry Skiing,2002,1,0,0,1
Simon Niepmann,M,31,Switzerland,Rowing,2016,0,1,0,1
Rodrigo de Paula Pessoa,M,31,Brazil,Equestrianism,2004,0,1,0,1
"Anthony Lewis ""Tony"" Amonte",M,31,United States,Ice Hockey,2002,0,0,1,1
Roman Ivanovich Petrushenko,M,31,Belarus,Canoeing,2012,0,0,1,1
"Siegfried Josef ""Sigi"" Grabner",M,31,Austria,Snowboarding,2006,1,0,0,1
Aleksey Veniaminovich Kostygov,M,31,Russia,Handball,2004,1,0,0,1
Allison Petra Cook-Tranquilli,F,31,Australia,Basketball,2004,0,0,1,1
Annekatrin Thiele,F,31,Germany,Rowing,2016,0,1,0,1
Axel Hager,M,31,Germany-1,Beach Volleyball,2000,1,0,0,1
Ronny Weller,M,31,Germany,Weightlifting,2000,0,0,1,1
Wille Jarno Wilhelm Mkel,M,31,Finland,Curling,2006,0,0,1,1
Aleksey Yuryevich Zhamnov,M,31,Russia,Ice Hockey,2002,1,0,0,1
Aleksey Borisovich Cheremisinov,M,31,Russia,Fencing,2016,0,1,0,1
Branislav Mitrovi,M,31,Serbia,Water Polo,2016,0,1,0,1
Thomas Florschtz,M,31,Germany-2,Bobsleigh,2010,0,0,1,1
Vladimir Viktorovich Grigoryev,M,31,Russia,Short Track Speed Skating,2014,0,1,1,2
Andrea Farkas (-Sgor),F,31,Hungary,Handball,2000,0,0,1,1
scar Macas Hernndez,M,31,Cuba,Baseball,2000,0,0,1,1
Anthony John Edwards,M,31,Australia,Rowing,2004,0,0,1,1
Antn Paz Blanco,M,31,Spain,Sailing,2008,0,1,0,1
Peter Schlickenrieder,M,31,Germany,CrossCountry Skiing,2002,0,0,1,1
Chen Jing,F,31,Chinese Taipei,Table Tennis,2000,1,0,0,1
"Timothy ""Tim"" Mack",M,31,United States,Athletics,2004,0,1,0,1
Antonella Bellutti,F,31,Italy,Cycling,2000,0,1,0,1
"Andreas ""Andi"" Schwaller",M,31,Switzerland,Curling,2002,1,0,0,1
Valentina Vadimovna Popova,F,31,Russia,Weightlifting,2004,1,0,0,1
Per Anders Kenny Jnsson,M,31,Sweden,Ice Hockey,2006,0,1,0,1
Charlotte Susan Jane Dujardin,F,31,Great Britain,Equestrianism,2016,0,1,1,2
Vadim Anatolyevich Devyatovsky,M,31,Belarus,Athletics,2008,0,0,1,1
Tirunesh Dibaba Keneni,F,31,Ethiopia,Athletics,2016,1,0,0,1
Phillipp Wende,M,31,Germany,Rowing,2016,0,1,0,1
Tania Cagnotto (-Parolin),F,31,Italy,Diving,2016,1,0,1,2
Valerie Kasanita Adams-Vili (-Price),F,31,New Zealand,Athletics,2016,0,0,1,1
Valentino Gallo,M,31,Italy,Water Polo,2016,1,0,0,1
Zou Shiming,M,31,China,Boxing,2012,0,1,0,1
Peter Noel Jan Wiersum,M,31,Netherlands,Rowing,2016,1,0,0,1
Adam Perry Wright,M,31,United States,Water Polo,2008,0,0,1,1
"Charline ""Charlie"" Labont",F,31,Canada,Ice Hockey,2014,0,1,0,1
Charline Picon,F,31,France,Sailing,2016,0,1,0,1
Jussi Petteri Jokinen,M,30,Finland,Ice Hockey,2014,1,0,0,1
Roger Federer,M,30,Switzerland,Tennis,2012,0,0,1,1
"Michael Steven ""Mike"" Hessman",M,30,United States,Baseball,2008,1,0,0,1
Aleksandar iri,M,30,Serbia,Water Polo,2008,1,0,0,1
Dmitry Leonidovich Kuzelev,M,30,Russia,Handball,2000,0,1,0,1
Kari Lehtonen,M,30,Finland,Ice Hockey,2014,1,0,0,1
Michael Walchhofer,M,30,Austria,Alpine Skiing,2006,0,0,1,1
Silvija Popovi,F,30,Serbia,Volleyball,2016,0,0,1,1
Acer Gary Nethercott,M,30,Great Britain,Rowing,2008,0,0,1,1
Brendan Joseph Hansen,M,30,United States,Swimming,2012,1,1,0,2
John Robert Forbes,M,30,Australia,Sailing,2000,0,0,1,1
Luzia Ebnther,F,30,Switzerland,Curling,2002,0,0,1,1
Aleksandr Viktorovich Bogdanovich,M,30,Belarus,Canoeing,2012,0,0,1,1
Dmitry Valeryevich Lykin,M,30,Russia,Shooting,2004,1,0,0,1
"Michael Robert ""Mike"" Neill",M,30,United States,Baseball,2000,0,1,0,1
Jari Sakari Mantila,M,30,Finland,Nordic Combined,2002,0,1,0,1
Kerstin Stegemann,F,30,Germany,Football,2008,1,0,0,1
Janice Rankin (Watt-),F,30,Great Britain,Curling,2002,0,1,0,1
"Thomas Matthew ""Tom"" Ransley",M,30,Great Britain,Rowing,2016,0,1,0,1
Michelle Denee Carter,F,30,United States,Athletics,2016,0,1,0,1
"Eric J. ""E.J."" Harnden",M,30,Canada,Curling,2014,0,1,0,1
Amanda Polk,F,30,United States,Rowing,2016,0,1,0,1
"Christopher ""Chris"" Fogt",M,30,United States-1,Bobsleigh,2014,1,0,0,1
Telma Alexandra Pinto Monteiro,F,30,Portugal,Judo,2016,1,0,0,1
"Francisco ""Kiko"" Fbregas Monegal",M,30,Spain,Hockey,2008,0,0,1,1
Roderick Camiel Weusthof,M,30,Netherlands,Hockey,2012,0,0,1,1
Kim Hyeon-Ok,F,30,South Korea,Handball,2004,0,0,1,1
Robin Duvillard,M,30,France,CrossCountry Skiing,2014,1,0,0,1
"Robin ""Rob"" Bell",M,30,Australia,Canoeing,2008,1,0,0,1
Amanda Jo Weir (-Davis),F,30,United States,Swimming,2016,0,0,1,1
Merrill Moses,M,30,United States,Water Polo,2008,0,0,1,1
Ftima Moreira de Melo,F,30,Netherlands,Hockey,2008,0,1,0,1
Angela Marie Ruggiero,F,30,United States,Ice Hockey,2010,0,0,1,1
Alonzo Harding Mourning,M,30,United States,Basketball,2000,0,1,0,1
Szilveszter Csollny,M,30,Hungary,Gymnastics,2000,0,1,0,1
Fu Baorong,F,30,China,Hockey,2008,0,0,1,1
Paul Martin Goodison,M,30,Great Britain,Sailing,2008,0,1,0,1
"Lszl Cseh, Jr.",M,30,Hungary,Swimming,2016,0,0,1,1
Christinna Pedersen,F,30,Denmark,Badminton,2016,0,0,1,1
Stacey Annette Nuveman (-Deniz),F,30,United States,Softball,2008,0,0,1,1
Kim Song-Guk,M,30,North Korea,Shooting,2016,1,0,0,1
Melanie Behringer,F,30,Germany,Football,2016,0,1,0,1
James Alexander Stewart,M,30,Australia,Rowing,2004,1,0,0,1
Sylwia Katarzyna Bogacka,F,30,Poland,Shooting,2012,0,0,1,1
Maartje Yvonne Helene Paumen,F,30,Netherlands,Hockey,2016,0,0,1,1
Teresa Frassinetti,F,30,Italy,Water Polo,2016,0,0,1,1
Aleksey Gennadyevich Grishin,M,30,Belarus,Freestyle Skiing,2010,0,1,0,1
Kerstin Kielga,F,30,Germany,Swimming,2000,1,0,0,1
Karl Daniel Thobias Fredriksson,M,30,Sweden,CrossCountry Skiing,2006,1,1,0,2
Jason Paul Queally,M,30,Great Britain,Cycling,2000,0,1,1,2
Roger Machado Morales,M,30,Cuba,Baseball,2004,0,1,0,1
Michael James Blackburn,M,30,Australia,Sailing,2000,1,0,0,1
Anna Ivanovna Bogaly-Titovets,F,30,Russia,Biathlon,2010,0,1,0,1
Jason Parker,M,30,Canada,Speed Skating,2006,0,0,1,1
Abel Kirui,M,30,Kenya,Athletics,2012,0,0,1,1
Aleksandra Viktorovna Gerasimenya,F,30,Belarus,Swimming,2016,1,0,0,1
Juan Romn Riquelme,M,30,Argentina,Football,2008,0,1,0,1
Aleksandar api,M,30,Serbia,Water Polo,2008,1,0,0,1
Jay Daniel Bouwmeester,M,30,Canada,Ice Hockey,2014,0,1,0,1
Hamish Byron Bond,M,30,New Zealand,Rowing,2016,0,1,0,1
Hope Amelia Solo (-Stevens),F,30,United States,Football,2012,0,1,0,1
Domenico Montrone,M,30,Italy,Rowing,2016,1,0,0,1
Annemieke Marileen Bes,F,30,Netherlands,Sailing,2008,0,0,1,1
Michihiro Ogasawara,M,30,Japan,Baseball,2004,1,0,0,1
Jamie Greubel (-Poser),F,30,United States-2,Bobsleigh,2014,1,0,0,1
Chay Crista Kerio Cullen,F,30,Great Britain,Hockey,2016,0,1,0,1
Aleksandr Gennadyevich Legkov,M,30,Russia,CrossCountry Skiing,2014,0,1,1,2
Amy Elizabeth LePeilbet,F,30,United States,Football,2012,0,1,0,1
Krisztin Pars,M,30,Hungary,Athletics,2012,0,1,0,1
Sofia Bekatorou (-Kosmatopoulos),F,30,Greece,Sailing,2008,1,0,0,1
dne Sndrl,M,30,Norway,Speed Skating,2002,1,0,0,1
Heorhiy Ihorovych Leonchuk,M,30,Ukraine,Sailing,2004,0,0,1,1
Ibtihaj Muhammad,F,30,United States,Fencing,2016,1,0,0,1
Adam David Vernon Foote,M,30,Canada,Ice Hockey,2002,0,1,0,1
Mindaugas Grikonis,M,30,Lithuania,Rowing,2016,0,0,1,1
Won Wu-Yeong,M,30,South Korea,Fencing,2012,0,1,0,1
Brooke Wilkins,F,30,Australia,Softball,2004,0,0,1,1
"Miraildes ""Formiga"" Maciel Mota",F,30,Brazil,Football,2008,0,0,1,1
Wu Minxia,F,30,China,Diving,2016,0,1,0,1
Lucie Dcosse,F,30,France,Judo,2012,0,1,0,1
Jonder Martnez Martnez,M,30,Cuba,Baseball,2008,0,0,1,1
Hu Binyuan,M,30,China,Shooting,2008,1,0,0,1
Lucas Saatkamp,M,30,Brazil,Volleyball,2016,0,1,0,1
Ann-Louise Carina Edstrand,F,30,Sweden,Ice Hockey,2006,0,0,1,1
Gintaras Einikis,M,30,Lithuania,Basketball,2000,1,0,0,1
Luca Tesconi,M,30,Italy,Shooting,2012,0,0,1,1
"Victoria Frances ""Vicky"" Holland",F,30,Great Britain,Triathlon,2016,1,0,0,1
Sonia O'Sullivan,F,30,Ireland,Athletics,2000,0,0,1,1
Denis Sergeyevich Dmitriyev,M,30,Russia,Cycling,2016,1,0,0,1
"Bruno ""Bruninho"" Mossa de Rezende",M,30,Brazil,Volleyball,2016,0,1,0,1
Denys Serhiyovych Yurchenko,M,30,Ukraine,Athletics,2008,1,0,0,1
Artyom Aleksandrovich Khadzhibekov,M,30,Russia,Shooting,2000,0,0,1,1
Adam Joseph Van Koeverden,M,30,Canada,Canoeing,2012,0,0,1,1
Yana Sergeyevna Romanova,F,30,Russia,Biathlon,2014,0,0,1,1
Laura Ludwig,F,30,Germany-1,Beach Volleyball,2016,0,1,0,1
"Jonathan Riley ""Jon"" Montgomery",M,30,Canada,Skeleton,2010,0,1,0,1
Aleksandr Borisovich Kosaryev,M,30,Russia,Volleyball,2008,1,0,0,1
Juan Garca Lorenzana,M,30,Spain,Handball,2008,1,0,0,1
Simon Eder,M,30,Austria,Biathlon,2014,1,0,0,1
Simon John Fairweather,M,30,Australia,Archery,2000,0,1,0,1
Wilson Kipsang Kiprotich,M,30,Kenya,Athletics,2012,1,0,0,1
Kristie Moore,F,30,Canada,Curling,2010,0,0,1,1
Amarilys Savn Carmenate,F,30,Cuba,Judo,2004,1,0,0,1
ime Fantela,M,30,Croatia,Sailing,2016,0,1,0,1
Simon Strbin,M,30,Switzerland,Curling,2010,1,0,0,1
"Christopher Allen ""Chris"" Huffins",M,30,United States,Athletics,2000,1,0,0,1
Kim Gevaert,F,30,Belgium,Athletics,2008,0,0,1,1
Jorge Joaqun Garbajosa Chaparro,M,30,Spain,Basketball,2008,0,0,1,1
Aleksandr Sergeyevich Sokolov,M,30,Russia,Volleyball,2012,0,1,0,1
Amandine Suzanne Monique Leynaud,F,30,France,Handball,2016,0,0,1,1
Anna Gomis,F,30,France,Wrestling,2004,1,0,0,1
Jana Thieme (-Ullrich),F,30,Germany,Rowing,2000,0,1,0,1
"Timothy James Carrington ""Tim"" Foster",M,30,Great Britain,Rowing,2000,0,1,0,1
Juris ics,M,30,Latvia-1,Luge,2014,1,0,0,1
Robert Sycz,M,30,Poland,Rowing,2004,0,1,0,1
Mihai Claudiu Covaliu,M,30,Romania,Fencing,2008,1,0,0,1
Diego Matias Hyplito,M,30,Brazil,Gymnastics,2016,0,0,1,1
Florian Mennigen,M,30,Germany,Rowing,2012,0,1,0,1
Milan Aleksi,M,30,Serbia,Water Polo,2016,0,1,0,1
Diana Vladimirovna Gustilina,F,30,Russia,Basketball,2004,1,0,0,1
Wolfgang Loitzl,M,30,Austria,Ski Jumping,2010,0,1,0,1
Sinia Skelin,M,30,Croatia,Rowing,2004,0,0,1,1
Siraba Dembl,F,30,France,Handball,2016,0,0,1,1
Diana Bianchedi,F,30,Italy,Fencing,2000,0,1,0,1
Simone Laudehr,F,30,Germany,Football,2016,0,1,0,1
"Geoffrey Peter ""Geoff"" Stewart",M,30,Australia,Rowing,2004,1,0,0,1
Gillian Mary Apps,F,30,Canada,Ice Hockey,2014,0,1,0,1
Jonas Erik Larholm,M,30,Sweden,Handball,2012,0,0,1,1
Andria Suntaque,F,30,Brazil,Football,2008,0,0,1,1
Astrid Kumbernuss,F,30,Germany,Athletics,2000,1,0,0,1
Simone Hye-Soon Hauswald (Denkinger-),F,30,Germany,Biathlon,2010,2,0,0,2
Sandra Azn Canalda,F,30,Spain,Sailing,2004,0,0,1,1
Sanda Toma (-Nicolae),F,30,Romania,Canoeing,2000,1,0,0,1
Utkirbek Khaydarov,M,30,Uzbekistan,Boxing,2004,1,0,0,1
Gunilla Victoria Andersson,F,30,Sweden,Ice Hockey,2006,0,0,1,1
Samuel Snchez Gonzlez,M,30,Spain,Cycling,2008,0,1,0,1
Mariya Lvovna Kalmykova,F,30,Russia,Basketball,2004,1,0,0,1
"Johannes-Maximilian ""Max"" Weinhold",M,30,Germany,Hockey,2012,0,1,0,1
Flandy Limpele,M,30,Indonesia-1,Badminton,2004,1,0,0,1
Barbora Strcov (-Zhlavov),F,30,Czech Republic-1,Tennis,2016,1,0,0,1
Jessica Phyllis Ennis-Hill,F,30,Great Britain,Athletics,2016,0,0,1,1
Anna Vladimirovna Chicherova,F,30,Russia,Athletics,2012,0,1,0,1
Gaydar Nuruddin ogly Mamedaliyev,M,30,Russia,Wrestling,2004,0,0,1,1
Marcelien Bos-de Koning,F,30,Netherlands,Sailing,2008,0,0,1,1
Guillaume Louis  Benoit Raineau,M,30,France,Rowing,2016,1,0,0,1
Sergey Valentinovich Pogorelov,M,30,Russia,Handball,2004,1,0,0,1
Larissa Frana Maestrini,F,30,Brazil-1,Beach Volleyball,2012,1,0,0,1
Sergey Valeryevich Ulegin,M,30,Russia,Canoeing,2008,0,0,1,1
Aaron Nigel Armstrong,M,30,Trinidad and Tobago,Athletics,2008,0,1,0,1
Sandrine Bailly,F,30,France,Biathlon,2010,0,0,1,1
Lars Andreas Helgstrand,M,30,Don Schufro,Equestrianism,2008,1,0,0,1
Mark Christopher Hickman,M,30,Australia,Hockey,2004,0,1,0,1
Lars Berger,M,30,Norway,CrossCountry Skiing,2010,0,0,1,1
Gulnara Iskanderovna Samitova-Galkina,F,30,Russia,Athletics,2008,0,1,0,1
Mark Huizinga,M,30,Netherlands,Judo,2004,1,0,0,1
Pavel Vladimirovich Bure,M,30,Russia,Ice Hockey,2002,1,0,0,1
Kate Gynther,F,30,Australia,Water Polo,2012,1,0,0,1
Marat Sagitovich Zakirov,M,30,Russia,Water Polo,2004,1,0,0,1
Tetiana Heorhivna Teklian-Semykina (-Yatsenkian-),F,30,Ukraine,Canoeing,2004,1,0,0,1
Marten Eikelboom,M,30,Netherlands,Hockey,2004,0,0,1,1
Choi Yeong-Rae,M,30,South Korea,Shooting,2012,0,0,1,1
